"Notes"	"Cancer Sites"	"Cancer Sites Code"	"Race"	"Race Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	Count
	"Tonsil"	"20070"	"Asian or Pacific Islander"	"A-PI"	"70-74 years"	"70-74"	"Female"	"F"	38
	"Tonsil"	"20070"	"Asian or Pacific Islander"	"A-PI"	"70-74 years"	"70-74"	"Male"	"M"	127
	"Tonsil"	"20070"	"Asian or Pacific Islander"	"A-PI"	"75-79 years"	"75-79"	"Female"	"F"	33
	"Tonsil"	"20070"	"Asian or Pacific Islander"	"A-PI"	"75-79 years"	"75-79"	"Male"	"M"	100
	"Tonsil"	"20070"	"Asian or Pacific Islander"	"A-PI"	"80-84 years"	"80-84"	"Male"	"M"	31
	"Tonsil"	"20070"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"Male"	"M"	35
	"Tonsil"	"20070"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Female"	"F"	25
	"Tonsil"	"20070"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Male"	"M"	50
	"Tonsil"	"20070"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Female"	"F"	48
	"Tonsil"	"20070"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Male"	"M"	170
	"Tonsil"	"20070"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Female"	"F"	160
	"Tonsil"	"20070"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Male"	"M"	493
	"Tonsil"	"20070"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"Female"	"F"	300
	"Tonsil"	"20070"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"Male"	"M"	1133
	"Tonsil"	"20070"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"Female"	"F"	387
	"Tonsil"	"20070"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"Male"	"M"	1776
	"Tonsil"	"20070"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"Female"	"F"	505
	"Tonsil"	"20070"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"Male"	"M"	2068
	"Tonsil"	"20070"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Female"	"F"	395
	"Tonsil"	"20070"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	1749
	"Tonsil"	"20070"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	337
	"Tonsil"	"20070"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Male"	"M"	1304
	"Tonsil"	"20070"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	"Female"	"F"	212
	"Tonsil"	"20070"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	"Male"	"M"	785
	"Tonsil"	"20070"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	"Female"	"F"	152
	"Tonsil"	"20070"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	"Male"	"M"	416
	"Tonsil"	"20070"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	"Female"	"F"	67
	"Tonsil"	"20070"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	"Male"	"M"	198
	"Tonsil"	"20070"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"Female"	"F"	38
	"Tonsil"	"20070"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"Male"	"M"	81
	"Tonsil"	"20070"	"White"	"2106-3"	"20-24 years"	"20-24"	"Female"	"F"	17
	"Tonsil"	"20070"	"White"	"2106-3"	"25-29 years"	"25-29"	"Female"	"F"	36
	"Tonsil"	"20070"	"White"	"2106-3"	"25-29 years"	"25-29"	"Male"	"M"	65
	"Tonsil"	"20070"	"White"	"2106-3"	"30-34 years"	"30-34"	"Female"	"F"	149
	"Tonsil"	"20070"	"White"	"2106-3"	"30-34 years"	"30-34"	"Male"	"M"	262
	"Tonsil"	"20070"	"White"	"2106-3"	"35-39 years"	"35-39"	"Female"	"F"	384
	"Tonsil"	"20070"	"White"	"2106-3"	"35-39 years"	"35-39"	"Male"	"M"	1258
	"Tonsil"	"20070"	"White"	"2106-3"	"40-44 years"	"40-44"	"Female"	"F"	823
	"Tonsil"	"20070"	"White"	"2106-3"	"40-44 years"	"40-44"	"Male"	"M"	4762
	"Tonsil"	"20070"	"White"	"2106-3"	"45-49 years"	"45-49"	"Female"	"F"	1823
	"Tonsil"	"20070"	"White"	"2106-3"	"45-49 years"	"45-49"	"Male"	"M"	11710
	"Tonsil"	"20070"	"White"	"2106-3"	"50-54 years"	"50-54"	"Female"	"F"	3173
	"Tonsil"	"20070"	"White"	"2106-3"	"50-54 years"	"50-54"	"Male"	"M"	18913
	"Tonsil"	"20070"	"White"	"2106-3"	"55-59 years"	"55-59"	"Female"	"F"	3842
	"Tonsil"	"20070"	"White"	"2106-3"	"55-59 years"	"55-59"	"Male"	"M"	22245
	"Tonsil"	"20070"	"White"	"2106-3"	"60-64 years "	"60-64"	"Female"	"F"	3866
	"Tonsil"	"20070"	"White"	"2106-3"	"60-64 years "	"60-64"	"Male"	"M"	19342
	"Tonsil"	"20070"	"White"	"2106-3"	"65-69 years"	"65-69"	"Female"	"F"	3370
	"Tonsil"	"20070"	"White"	"2106-3"	"65-69 years"	"65-69"	"Male"	"M"	14008
	"Tonsil"	"20070"	"White"	"2106-3"	"70-74 years"	"70-74"	"Female"	"F"	2624
	"Tonsil"	"20070"	"White"	"2106-3"	"70-74 years"	"70-74"	"Male"	"M"	8498
	"Tonsil"	"20070"	"White"	"2106-3"	"75-79 years"	"75-79"	"Female"	"F"	1852
	"Tonsil"	"20070"	"White"	"2106-3"	"75-79 years"	"75-79"	"Male"	"M"	4576
	"Tonsil"	"20070"	"White"	"2106-3"	"80-84 years"	"80-84"	"Female"	"F"	1103
	"Tonsil"	"20070"	"White"	"2106-3"	"80-84 years"	"80-84"	"Male"	"M"	2190
	"Tonsil"	"20070"	"White"	"2106-3"	"85+ years"	"85+"	"Female"	"F"	754
	"Tonsil"	"20070"	"White"	"2106-3"	"85+ years"	"85+"	"Male"	"M"	1052
	"Tonsil"	"20070"	"Other Races and Unknown combined"	"2131-1"	"40-44 years"	"40-44"	"Male"	"M"	44
	"Tonsil"	"20070"	"Other Races and Unknown combined"	"2131-1"	"45-49 years"	"45-49"	"Female"	"F"	22
	"Tonsil"	"20070"	"Other Races and Unknown combined"	"2131-1"	"45-49 years"	"45-49"	"Male"	"M"	102
	"Tonsil"	"20070"	"Other Races and Unknown combined"	"2131-1"	"50-54 years"	"50-54"	"Female"	"F"	30
	"Tonsil"	"20070"	"Other Races and Unknown combined"	"2131-1"	"50-54 years"	"50-54"	"Male"	"M"	136
	"Tonsil"	"20070"	"Other Races and Unknown combined"	"2131-1"	"55-59 years"	"55-59"	"Female"	"F"	20
	"Tonsil"	"20070"	"Other Races and Unknown combined"	"2131-1"	"55-59 years"	"55-59"	"Male"	"M"	167
	"Tonsil"	"20070"	"Other Races and Unknown combined"	"2131-1"	"60-64 years "	"60-64"	"Female"	"F"	24
	"Tonsil"	"20070"	"Other Races and Unknown combined"	"2131-1"	"60-64 years "	"60-64"	"Male"	"M"	134
	"Tonsil"	"20070"	"Other Races and Unknown combined"	"2131-1"	"65-69 years"	"65-69"	"Female"	"F"	23
	"Tonsil"	"20070"	"Other Races and Unknown combined"	"2131-1"	"65-69 years"	"65-69"	"Male"	"M"	106
	"Tonsil"	"20070"	"Other Races and Unknown combined"	"2131-1"	"70-74 years"	"70-74"	"Female"	"F"	17
	"Tonsil"	"20070"	"Other Races and Unknown combined"	"2131-1"	"70-74 years"	"70-74"	"Male"	"M"	57
	"Tonsil"	"20070"	"Other Races and Unknown combined"	"2131-1"	"75-79 years"	"75-79"	"Male"	"M"	27
	"Oropharynx"	"20080"	"American Indian or Alaska Native"	"1002-5"	"50-54 years"	"50-54"	"Male"	"M"	28
	"Oropharynx"	"20080"	"American Indian or Alaska Native"	"1002-5"	"55-59 years"	"55-59"	"Male"	"M"	40
	"Oropharynx"	"20080"	"American Indian or Alaska Native"	"1002-5"	"60-64 years "	"60-64"	"Male"	"M"	38
	"Oropharynx"	"20080"	"American Indian or Alaska Native"	"1002-5"	"65-69 years"	"65-69"	"Male"	"M"	21
	"Oropharynx"	"20080"	"American Indian or Alaska Native"	"1002-5"	"70-74 years"	"70-74"	"Male"	"M"	30
	"Oropharynx"	"20080"	"Asian or Pacific Islander"	"A-PI"	"40-44 years"	"40-44"	"Male"	"M"	19
	"Oropharynx"	"20080"	"Asian or Pacific Islander"	"A-PI"	"45-49 years"	"45-49"	"Male"	"M"	33
	"Oropharynx"	"20080"	"Asian or Pacific Islander"	"A-PI"	"50-54 years"	"50-54"	"Male"	"M"	38
	"Oropharynx"	"20080"	"Asian or Pacific Islander"	"A-PI"	"55-59 years"	"55-59"	"Female"	"F"	21
	"Oropharynx"	"20080"	"Asian or Pacific Islander"	"A-PI"	"55-59 years"	"55-59"	"Male"	"M"	68
	"Oropharynx"	"20080"	"Asian or Pacific Islander"	"A-PI"	"60-64 years "	"60-64"	"Female"	"F"	25
	"Oropharynx"	"20080"	"Asian or Pacific Islander"	"A-PI"	"60-64 years "	"60-64"	"Male"	"M"	51
	"Oropharynx"	"20080"	"Asian or Pacific Islander"	"A-PI"	"65-69 years"	"65-69"	"Male"	"M"	55
	"Oropharynx"	"20080"	"Asian or Pacific Islander"	"A-PI"	"70-74 years"	"70-74"	"Male"	"M"	43
	"Oropharynx"	"20080"	"Asian or Pacific Islander"	"A-PI"	"75-79 years"	"75-79"	"Male"	"M"	31
	"Oropharynx"	"20080"	"Asian or Pacific Islander"	"A-PI"	"80-84 years"	"80-84"	"Male"	"M"	20
	"Oropharynx"	"20080"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"Male"	"M"	19
	"Oropharynx"	"20080"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Male"	"M"	43
	"Oropharynx"	"20080"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Female"	"F"	54
	"Oropharynx"	"20080"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Male"	"M"	141
	"Oropharynx"	"20080"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"Female"	"F"	119
	"Oropharynx"	"20080"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"Male"	"M"	370
	"Oropharynx"	"20080"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"Female"	"F"	179
	"Oropharynx"	"20080"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"Male"	"M"	629
	"Oropharynx"	"20080"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"Female"	"F"	240
	"Oropharynx"	"20080"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"Male"	"M"	835
	"Oropharynx"	"20080"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Female"	"F"	216
	"Oropharynx"	"20080"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	804
	"Oropharynx"	"20080"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	165
	"Oropharynx"	"20080"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Male"	"M"	653
	"Oropharynx"	"20080"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	"Female"	"F"	129
	"Oropharynx"	"20080"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	"Male"	"M"	425
	"Oropharynx"	"20080"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	"Female"	"F"	84
	"Oropharynx"	"20080"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	"Male"	"M"	240
	"Oropharynx"	"20080"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	"Female"	"F"	51
	"Oropharynx"	"20080"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	"Male"	"M"	127
	"Oropharynx"	"20080"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"Female"	"F"	46
	"Oropharynx"	"20080"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"Male"	"M"	62
	"Oropharynx"	"20080"	"White"	"2106-3"	"25-29 years"	"25-29"	"Male"	"M"	20
	"Oropharynx"	"20080"	"White"	"2106-3"	"30-34 years"	"30-34"	"Female"	"F"	34
	"Oropharynx"	"20080"	"White"	"2106-3"	"30-34 years"	"30-34"	"Male"	"M"	49
	"Oropharynx"	"20080"	"White"	"2106-3"	"35-39 years"	"35-39"	"Female"	"F"	58
	"Oropharynx"	"20080"	"White"	"2106-3"	"35-39 years"	"35-39"	"Male"	"M"	175
	"Oropharynx"	"20080"	"White"	"2106-3"	"40-44 years"	"40-44"	"Female"	"F"	152
	"Oropharynx"	"20080"	"White"	"2106-3"	"40-44 years"	"40-44"	"Male"	"M"	647
	"Oropharynx"	"20080"	"White"	"2106-3"	"45-49 years"	"45-49"	"Female"	"F"	374
	"Oropharynx"	"20080"	"White"	"2106-3"	"45-49 years"	"45-49"	"Male"	"M"	1689
	"Oropharynx"	"20080"	"White"	"2106-3"	"50-54 years"	"50-54"	"Female"	"F"	830
	"Oropharynx"	"20080"	"White"	"2106-3"	"50-54 years"	"50-54"	"Male"	"M"	3372
	"Oropharynx"	"20080"	"White"	"2106-3"	"55-59 years"	"55-59"	"Female"	"F"	1147
	"Oropharynx"	"20080"	"White"	"2106-3"	"55-59 years"	"55-59"	"Male"	"M"	4951
	"Oropharynx"	"20080"	"White"	"2106-3"	"60-64 years "	"60-64"	"Female"	"F"	1311
	"Oropharynx"	"20080"	"White"	"2106-3"	"60-64 years "	"60-64"	"Male"	"M"	5193
	"Oropharynx"	"20080"	"White"	"2106-3"	"65-69 years"	"65-69"	"Female"	"F"	1267
	"Oropharynx"	"20080"	"White"	"2106-3"	"65-69 years"	"65-69"	"Male"	"M"	4478
	"Oropharynx"	"20080"	"White"	"2106-3"	"70-74 years"	"70-74"	"Female"	"F"	1028
	"Oropharynx"	"20080"	"White"	"2106-3"	"70-74 years"	"70-74"	"Male"	"M"	3296
	"Oropharynx"	"20080"	"White"	"2106-3"	"75-79 years"	"75-79"	"Female"	"F"	854
	"Oropharynx"	"20080"	"White"	"2106-3"	"75-79 years"	"75-79"	"Male"	"M"	1992
	"Oropharynx"	"20080"	"White"	"2106-3"	"80-84 years"	"80-84"	"Female"	"F"	569
	"Oropharynx"	"20080"	"White"	"2106-3"	"80-84 years"	"80-84"	"Male"	"M"	1094
	"Oropharynx"	"20080"	"White"	"2106-3"	"85+ years"	"85+"	"Female"	"F"	534
	"Oropharynx"	"20080"	"White"	"2106-3"	"85+ years"	"85+"	"Male"	"M"	603
	"Oropharynx"	"20080"	"Other Races and Unknown combined"	"2131-1"	"45-49 years"	"45-49"	"Male"	"M"	17
	"Oropharynx"	"20080"	"Other Races and Unknown combined"	"2131-1"	"50-54 years"	"50-54"	"Male"	"M"	24
	"Oropharynx"	"20080"	"Other Races and Unknown combined"	"2131-1"	"55-59 years"	"55-59"	"Male"	"M"	49
	"Oropharynx"	"20080"	"Other Races and Unknown combined"	"2131-1"	"60-64 years "	"60-64"	"Male"	"M"	36
	"Oropharynx"	"20080"	"Other Races and Unknown combined"	"2131-1"	"65-69 years"	"65-69"	"Male"	"M"	35
	"Oropharynx"	"20080"	"Other Races and Unknown combined"	"2131-1"	"70-74 years"	"70-74"	"Male"	"M"	19
	"Oropharynx"	"20080"	"Other Races and Unknown combined"	"2131-1"	"75-79 years"	"75-79"	"Male"	"M"	16
	"Hypopharynx"	"20090"	"American Indian or Alaska Native"	"1002-5"	"50-54 years"	"50-54"	"Male"	"M"	34
	"Hypopharynx"	"20090"	"American Indian or Alaska Native"	"1002-5"	"55-59 years"	"55-59"	"Male"	"M"	62
	"Hypopharynx"	"20090"	"American Indian or Alaska Native"	"1002-5"	"60-64 years "	"60-64"	"Male"	"M"	50
	"Hypopharynx"	"20090"	"American Indian or Alaska Native"	"1002-5"	"65-69 years"	"65-69"	"Female"	"F"	20
	"Hypopharynx"	"20090"	"American Indian or Alaska Native"	"1002-5"	"65-69 years"	"65-69"	"Male"	"M"	59
	"Hypopharynx"	"20090"	"American Indian or Alaska Native"	"1002-5"	"70-74 years"	"70-74"	"Male"	"M"	41
	"Hypopharynx"	"20090"	"American Indian or Alaska Native"	"1002-5"	"75-79 years"	"75-79"	"Male"	"M"	20
	"Hypopharynx"	"20090"	"American Indian or Alaska Native"	"1002-5"	"80-84 years"	"80-84"	"Male"	"M"	16
	"Hypopharynx"	"20090"	"Asian or Pacific Islander"	"A-PI"	"45-49 years"	"45-49"	"Female"	"F"	17
	"Hypopharynx"	"20090"	"Asian or Pacific Islander"	"A-PI"	"45-49 years"	"45-49"	"Male"	"M"	49
	"Hypopharynx"	"20090"	"Asian or Pacific Islander"	"A-PI"	"50-54 years"	"50-54"	"Female"	"F"	16
	"Hypopharynx"	"20090"	"Asian or Pacific Islander"	"A-PI"	"50-54 years"	"50-54"	"Male"	"M"	85
	"Hypopharynx"	"20090"	"Asian or Pacific Islander"	"A-PI"	"55-59 years"	"55-59"	"Female"	"F"	18
	"Hypopharynx"	"20090"	"Asian or Pacific Islander"	"A-PI"	"55-59 years"	"55-59"	"Male"	"M"	105
	"Hypopharynx"	"20090"	"Asian or Pacific Islander"	"A-PI"	"60-64 years "	"60-64"	"Female"	"F"	35
	"Hypopharynx"	"20090"	"Asian or Pacific Islander"	"A-PI"	"60-64 years "	"60-64"	"Male"	"M"	131
	"Hypopharynx"	"20090"	"Asian or Pacific Islander"	"A-PI"	"65-69 years"	"65-69"	"Female"	"F"	25
	"Hypopharynx"	"20090"	"Asian or Pacific Islander"	"A-PI"	"65-69 years"	"65-69"	"Male"	"M"	157
	"Hypopharynx"	"20090"	"Asian or Pacific Islander"	"A-PI"	"70-74 years"	"70-74"	"Female"	"F"	26
	"Hypopharynx"	"20090"	"Asian or Pacific Islander"	"A-PI"	"70-74 years"	"70-74"	"Male"	"M"	130
	"Hypopharynx"	"20090"	"Asian or Pacific Islander"	"A-PI"	"75-79 years"	"75-79"	"Female"	"F"	16
	"Hypopharynx"	"20090"	"Asian or Pacific Islander"	"A-PI"	"75-79 years"	"75-79"	"Male"	"M"	121
	"Hypopharynx"	"20090"	"Asian or Pacific Islander"	"A-PI"	"80-84 years"	"80-84"	"Male"	"M"	85
	"Hypopharynx"	"20090"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"Male"	"M"	69
	"Hypopharynx"	"20090"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Male"	"M"	16
	"Hypopharynx"	"20090"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Female"	"F"	18
	"Hypopharynx"	"20090"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Male"	"M"	30
	"Hypopharynx"	"20090"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Female"	"F"	42
	"Hypopharynx"	"20090"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Male"	"M"	164
	"Hypopharynx"	"20090"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"Female"	"F"	133
	"Hypopharynx"	"20090"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"Male"	"M"	488
	"Hypopharynx"	"20090"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"Female"	"F"	205
	"Hypopharynx"	"20090"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"Male"	"M"	881
	"Hypopharynx"	"20090"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"Female"	"F"	250
	"Hypopharynx"	"20090"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"Male"	"M"	1276
	"Hypopharynx"	"20090"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Female"	"F"	227
	"Hypopharynx"	"20090"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	1237
	"Hypopharynx"	"20090"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	187
	"Hypopharynx"	"20090"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Male"	"M"	1007
	"Hypopharynx"	"20090"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	"Female"	"F"	145
	"Hypopharynx"	"20090"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	"Male"	"M"	774
	"Hypopharynx"	"20090"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	"Female"	"F"	115
	"Hypopharynx"	"20090"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	"Male"	"M"	438
	"Hypopharynx"	"20090"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	"Female"	"F"	55
	"Hypopharynx"	"20090"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	"Male"	"M"	214
	"Hypopharynx"	"20090"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"Female"	"F"	44
	"Hypopharynx"	"20090"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"Male"	"M"	124
	"Hypopharynx"	"20090"	"White"	"2106-3"	"30-34 years"	"30-34"	"Female"	"F"	16
	"Hypopharynx"	"20090"	"White"	"2106-3"	"30-34 years"	"30-34"	"Male"	"M"	30
	"Hypopharynx"	"20090"	"White"	"2106-3"	"35-39 years"	"35-39"	"Female"	"F"	51
	"Hypopharynx"	"20090"	"White"	"2106-3"	"35-39 years"	"35-39"	"Male"	"M"	83
	"Hypopharynx"	"20090"	"White"	"2106-3"	"40-44 years"	"40-44"	"Female"	"F"	145
	"Hypopharynx"	"20090"	"White"	"2106-3"	"40-44 years"	"40-44"	"Male"	"M"	450
	"Hypopharynx"	"20090"	"White"	"2106-3"	"45-49 years"	"45-49"	"Female"	"F"	435
	"Hypopharynx"	"20090"	"White"	"2106-3"	"45-49 years"	"45-49"	"Male"	"M"	1522
	"Hypopharynx"	"20090"	"White"	"2106-3"	"50-54 years"	"50-54"	"Female"	"F"	739
	"Hypopharynx"	"20090"	"White"	"2106-3"	"50-54 years"	"50-54"	"Male"	"M"	3196
	"Hypopharynx"	"20090"	"White"	"2106-3"	"55-59 years"	"55-59"	"Female"	"F"	1167
	"Hypopharynx"	"20090"	"White"	"2106-3"	"55-59 years"	"55-59"	"Male"	"M"	4853
	"Hypopharynx"	"20090"	"White"	"2106-3"	"60-64 years "	"60-64"	"Female"	"F"	1320
	"Hypopharynx"	"20090"	"White"	"2106-3"	"60-64 years "	"60-64"	"Male"	"M"	5500
	"Hypopharynx"	"20090"	"White"	"2106-3"	"65-69 years"	"65-69"	"Female"	"F"	1301
	"Hypopharynx"	"20090"	"White"	"2106-3"	"65-69 years"	"65-69"	"Male"	"M"	5381
	"Hypopharynx"	"20090"	"White"	"2106-3"	"70-74 years"	"70-74"	"Female"	"F"	1210
	"Hypopharynx"	"20090"	"White"	"2106-3"	"70-74 years"	"70-74"	"Male"	"M"	4689
	"Hypopharynx"	"20090"	"White"	"2106-3"	"75-79 years"	"75-79"	"Female"	"F"	1023
	"Hypopharynx"	"20090"	"White"	"2106-3"	"75-79 years"	"75-79"	"Male"	"M"	3479
	"Hypopharynx"	"20090"	"White"	"2106-3"	"80-84 years"	"80-84"	"Female"	"F"	643
	"Hypopharynx"	"20090"	"White"	"2106-3"	"80-84 years"	"80-84"	"Male"	"M"	2060
	"Hypopharynx"	"20090"	"White"	"2106-3"	"85+ years"	"85+"	"Female"	"F"	467
	"Hypopharynx"	"20090"	"White"	"2106-3"	"85+ years"	"85+"	"Male"	"M"	1184
	"Hypopharynx"	"20090"	"Other Races and Unknown combined"	"2131-1"	"50-54 years"	"50-54"	"Male"	"M"	19
	"Hypopharynx"	"20090"	"Other Races and Unknown combined"	"2131-1"	"55-59 years"	"55-59"	"Male"	"M"	22
	"Hypopharynx"	"20090"	"Other Races and Unknown combined"	"2131-1"	"60-64 years "	"60-64"	"Male"	"M"	32
	"Hypopharynx"	"20090"	"Other Races and Unknown combined"	"2131-1"	"65-69 years"	"65-69"	"Male"	"M"	26
	"Hypopharynx"	"20090"	"Other Races and Unknown combined"	"2131-1"	"70-74 years"	"70-74"	"Male"	"M"	22
	"Other Oral Cavity and Pharynx"	"20100"	"American Indian or Alaska Native"	"1002-5"	"60-64 years "	"60-64"	"Male"	"M"	24
	"Other Oral Cavity and Pharynx"	"20100"	"Asian or Pacific Islander"	"A-PI"	"50-54 years"	"50-54"	"Male"	"M"	21
	"Other Oral Cavity and Pharynx"	"20100"	"Asian or Pacific Islander"	"A-PI"	"55-59 years"	"55-59"	"Male"	"M"	20
	"Other Oral Cavity and Pharynx"	"20100"	"Asian or Pacific Islander"	"A-PI"	"60-64 years "	"60-64"	"Male"	"M"	24
	"Other Oral Cavity and Pharynx"	"20100"	"Asian or Pacific Islander"	"A-PI"	"65-69 years"	"65-69"	"Male"	"M"	29
	"Other Oral Cavity and Pharynx"	"20100"	"Asian or Pacific Islander"	"A-PI"	"70-74 years"	"70-74"	"Male"	"M"	25
	"Other Oral Cavity and Pharynx"	"20100"	"Asian or Pacific Islander"	"A-PI"	"75-79 years"	"75-79"	"Male"	"M"	23
	"Other Oral Cavity and Pharynx"	"20100"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"Male"	"M"	24
	"Other Oral Cavity and Pharynx"	"20100"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Male"	"M"	16
	"Other Oral Cavity and Pharynx"	"20100"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Male"	"M"	60
	"Other Oral Cavity and Pharynx"	"20100"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"Female"	"F"	41
	"Other Oral Cavity and Pharynx"	"20100"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"Male"	"M"	159
	"Other Oral Cavity and Pharynx"	"20100"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"Female"	"F"	66
	"Other Oral Cavity and Pharynx"	"20100"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"Male"	"M"	267
	"Other Oral Cavity and Pharynx"	"20100"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"Female"	"F"	88
	"Other Oral Cavity and Pharynx"	"20100"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"Male"	"M"	360
	"Other Oral Cavity and Pharynx"	"20100"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Female"	"F"	94
	"Other Oral Cavity and Pharynx"	"20100"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	346
	"Other Oral Cavity and Pharynx"	"20100"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	79
	"Other Oral Cavity and Pharynx"	"20100"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Male"	"M"	310
	"Other Oral Cavity and Pharynx"	"20100"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	"Female"	"F"	76
	"Other Oral Cavity and Pharynx"	"20100"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	"Male"	"M"	228
