"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"Esophagus"	"21010"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	878
	"Esophagus"	"21010"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	15519
	"Esophagus"	"21010"	"85+ years"	"85+"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	62
	"Gallbladder"	"21080"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	20
	"Gallbladder"	"21080"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	18
	"Gallbladder"	"21080"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	36
	"Gallbladder"	"21080"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	25
	"Gallbladder"	"21080"	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	32
	"Gallbladder"	"21080"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	82
	"Gallbladder"	"21080"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	63
	"Gallbladder"	"21080"	"35-39 years"	"35-39"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	38
	"Gallbladder"	"21080"	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	76
	"Gallbladder"	"21080"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	263
	"Gallbladder"	"21080"	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	31
	"Gallbladder"	"21080"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	131
	"Gallbladder"	"21080"	"40-44 years"	"40-44"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	64
	"Gallbladder"	"21080"	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	162
	"Gallbladder"	"21080"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	603
	"Gallbladder"	"21080"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	25
	"Gallbladder"	"21080"	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	56
	"Gallbladder"	"21080"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	272
	"Gallbladder"	"21080"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	38
	"Gallbladder"	"21080"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	113
	"Gallbladder"	"21080"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	397
	"Gallbladder"	"21080"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	1267
	"Gallbladder"	"21080"	"45-49 years"	"45-49"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	21
	"Gallbladder"	"21080"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	61
	"Gallbladder"	"21080"	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	133
	"Gallbladder"	"21080"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	556
	"Gallbladder"	"21080"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	54
	"Gallbladder"	"21080"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	172
	"Gallbladder"	"21080"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	666
	"Gallbladder"	"21080"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	2049
	"Gallbladder"	"21080"	"50-54 years"	"50-54"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	36
	"Gallbladder"	"21080"	"50-54 years"	"50-54"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	19
	"Gallbladder"	"21080"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	86
	"Gallbladder"	"21080"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	222
	"Gallbladder"	"21080"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	971
	"Gallbladder"	"21080"	"50-54 years"	"50-54"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	17
	"Gallbladder"	"21080"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	54
	"Gallbladder"	"21080"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	252
	"Gallbladder"	"21080"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	929
	"Gallbladder"	"21080"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	3386
	"Gallbladder"	"21080"	"55-59 years"	"55-59"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	42
	"Gallbladder"	"21080"	"55-59 years"	"55-59"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	19
	"Gallbladder"	"21080"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	139
	"Gallbladder"	"21080"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	322
	"Gallbladder"	"21080"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	1500
	"Gallbladder"	"21080"	"55-59 years"	"55-59"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	22
	"Gallbladder"	"21080"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	81
	"Gallbladder"	"21080"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	280
	"Gallbladder"	"21080"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	1018
	"Gallbladder"	"21080"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	4510
	"Gallbladder"	"21080"	"60-64 years "	"60-64"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	56
	"Gallbladder"	"21080"	"60-64 years "	"60-64"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	35
	"Gallbladder"	"21080"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	154
	"Gallbladder"	"21080"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	472
	"Gallbladder"	"21080"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	2137
	"Gallbladder"	"21080"	"60-64 years "	"60-64"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	35
	"Gallbladder"	"21080"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	89
	"Gallbladder"	"21080"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	348
	"Gallbladder"	"21080"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	1178
	"Gallbladder"	"21080"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	5638
	"Gallbladder"	"21080"	"65-69 years"	"65-69"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	55
	"Gallbladder"	"21080"	"65-69 years"	"65-69"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	50
	"Gallbladder"	"21080"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	214
	"Gallbladder"	"21080"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	625
	"Gallbladder"	"21080"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	2809
	"Gallbladder"	"21080"	"65-69 years"	"65-69"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	36
	"Gallbladder"	"21080"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	84
	"Gallbladder"	"21080"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	362
	"Gallbladder"	"21080"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	1043
	"Gallbladder"	"21080"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	6480
	"Gallbladder"	"21080"	"70-74 years"	"70-74"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	69
	"Gallbladder"	"21080"	"70-74 years"	"70-74"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	42
	"Gallbladder"	"21080"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	190
	"Gallbladder"	"21080"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	595
	"Gallbladder"	"21080"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	3360
	"Gallbladder"	"21080"	"70-74 years"	"70-74"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	25
	"Gallbladder"	"21080"	"75-79 years"	"75-79"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	82
	"Gallbladder"	"21080"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	337
	"Gallbladder"	"21080"	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	956
	"Gallbladder"	"21080"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	6968
	"Gallbladder"	"21080"	"75-79 years"	"75-79"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	46
	"Gallbladder"	"21080"	"75-79 years"	"75-79"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	36
	"Gallbladder"	"21080"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	212
	"Gallbladder"	"21080"	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	500
	"Gallbladder"	"21080"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	3418
	"Gallbladder"	"21080"	"75-79 years"	"75-79"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	17
	"Gallbladder"	"21080"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	76
	"Gallbladder"	"21080"	"80-84 years"	"80-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	287
	"Gallbladder"	"21080"	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	830
	"Gallbladder"	"21080"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	6449
	"Gallbladder"	"21080"	"80-84 years"	"80-84"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	41
	"Gallbladder"	"21080"	"80-84 years"	"80-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	29
	"Gallbladder"	"21080"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	164
	"Gallbladder"	"21080"	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	331
	"Gallbladder"	"21080"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	2822
	"Gallbladder"	"21080"	"80-84 years"	"80-84"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	17
	"Gallbladder"	"21080"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	55
	"Gallbladder"	"21080"	"85+ years"	"85+"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	282
	"Gallbladder"	"21080"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	832
	"Gallbladder"	"21080"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	7204
	"Gallbladder"	"21080"	"85+ years"	"85+"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	42
	"Gallbladder"	"21080"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	18
	"Gallbladder"	"21080"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	136
	"Gallbladder"	"21080"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	251
	"Gallbladder"	"21080"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	2384
	"Kidney and Renal Pelvis"	"29020"	"< 1 year"	"1"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	35
	"Kidney and Renal Pelvis"	"29020"	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	115
	"Kidney and Renal Pelvis"	"29020"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	532
	"Kidney and Renal Pelvis"	"29020"	"< 1 year"	"1"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	18
	"Kidney and Renal Pelvis"	"29020"	"< 1 year"	"1"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	31
	"Kidney and Renal Pelvis"	"29020"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	119
	"Kidney and Renal Pelvis"	"29020"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	584
	"Kidney and Renal Pelvis"	"29020"	"< 1 year"	"1"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	20
	"Kidney and Renal Pelvis"	"29020"	"1-4 years"	"1-4"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	38
	"Kidney and Renal Pelvis"	"29020"	"1-4 years"	"1-4"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	116
	"Kidney and Renal Pelvis"	"29020"	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	677
	"Kidney and Renal Pelvis"	"29020"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	2773
	"Kidney and Renal Pelvis"	"29020"	"1-4 years"	"1-4"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	90
	"Kidney and Renal Pelvis"	"29020"	"1-4 years"	"1-4"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	38
	"Kidney and Renal Pelvis"	"29020"	"1-4 years"	"1-4"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	95
	"Kidney and Renal Pelvis"	"29020"	"1-4 years"	"1-4"	"Male"	"M"	"Black or African American"	"2054-5"	654
	"Kidney and Renal Pelvis"	"29020"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	2543
	"Kidney and Renal Pelvis"	"29020"	"1-4 years"	"1-4"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	65
	"Kidney and Renal Pelvis"	"29020"	"5-9 years"	"5-9"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	19
	"Kidney and Renal Pelvis"	"29020"	"5-9 years"	"5-9"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	37
	"Kidney and Renal Pelvis"	"29020"	"5-9 years"	"5-9"	"Female"	"F"	"Black or African American"	"2054-5"	335
	"Kidney and Renal Pelvis"	"29020"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	1048
	"Kidney and Renal Pelvis"	"29020"	"5-9 years"	"5-9"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	34
	"Kidney and Renal Pelvis"	"29020"	"5-9 years"	"5-9"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	30
	"Kidney and Renal Pelvis"	"29020"	"5-9 years"	"5-9"	"Male"	"M"	"Black or African American"	"2054-5"	239
	"Kidney and Renal Pelvis"	"29020"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	827
	"Kidney and Renal Pelvis"	"29020"	"5-9 years"	"5-9"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	22
	"Kidney and Renal Pelvis"	"29020"	"10-14 years"	"10-14"	"Female"	"F"	"Black or African American"	"2054-5"	98
	"Kidney and Renal Pelvis"	"29020"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	271
	"Kidney and Renal Pelvis"	"29020"	"10-14 years"	"10-14"	"Male"	"M"	"Black or African American"	"2054-5"	93
	"Kidney and Renal Pelvis"	"29020"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	216
	"Kidney and Renal Pelvis"	"29020"	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	96
	"Kidney and Renal Pelvis"	"29020"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	376
	"Kidney and Renal Pelvis"	"29020"	"15-19 years"	"15-19"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	24
	"Kidney and Renal Pelvis"	"29020"	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	111
	"Kidney and Renal Pelvis"	"29020"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	295
	"Kidney and Renal Pelvis"	"29020"	"20-24 years"	"20-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	16
	"Kidney and Renal Pelvis"	"29020"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	36
	"Kidney and Renal Pelvis"	"29020"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	222
	"Kidney and Renal Pelvis"	"29020"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	791
	"Kidney and Renal Pelvis"	"29020"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	22
	"Kidney and Renal Pelvis"	"29020"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	28
	"Kidney and Renal Pelvis"	"29020"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	238
	"Kidney and Renal Pelvis"	"29020"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	801
	"Kidney and Renal Pelvis"	"29020"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	23
	"Kidney and Renal Pelvis"	"29020"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	30
	"Kidney and Renal Pelvis"	"29020"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	73
	"Kidney and Renal Pelvis"	"29020"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	415
	"Kidney and Renal Pelvis"	"29020"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	1945
	"Kidney and Renal Pelvis"	"29020"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	52
	"Kidney and Renal Pelvis"	"29020"	"25-29 years"	"25-29"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	36
	"Kidney and Renal Pelvis"	"29020"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	80
	"Kidney and Renal Pelvis"	"29020"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	457
	"Kidney and Renal Pelvis"	"29020"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	2170
	"Kidney and Renal Pelvis"	"29020"	"25-29 years"	"25-29"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	52
	"Kidney and Renal Pelvis"	"29020"	"30-34 years"	"30-34"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	91
	"Kidney and Renal Pelvis"	"29020"	"30-34 years"	"30-34"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	155
	"Kidney and Renal Pelvis"	"29020"	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	744
	"Kidney and Renal Pelvis"	"29020"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	4233
	"Kidney and Renal Pelvis"	"29020"	"30-34 years"	"30-34"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	105
	"Kidney and Renal Pelvis"	"29020"	"30-34 years"	"30-34"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	104
	"Kidney and Renal Pelvis"	"29020"	"30-34 years"	"30-34"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	218
	"Kidney and Renal Pelvis"	"29020"	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	918
	"Kidney and Renal Pelvis"	"29020"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	5446
	"Kidney and Renal Pelvis"	"29020"	"30-34 years"	"30-34"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	125
	"Kidney and Renal Pelvis"	"29020"	"35-39 years"	"35-39"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	156
	"Kidney and Renal Pelvis"	"29020"	"35-39 years"	"35-39"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	250
	"Kidney and Renal Pelvis"	"29020"	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	1351
	"Kidney and Renal Pelvis"	"29020"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	7731
	"Kidney and Renal Pelvis"	"29020"	"35-39 years"	"35-39"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	158
	"Kidney and Renal Pelvis"	"29020"	"35-39 years"	"35-39"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	216
	"Kidney and Renal Pelvis"	"29020"	"35-39 years"	"35-39"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	502
	"Kidney and Renal Pelvis"	"29020"	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	1994
	"Kidney and Renal Pelvis"	"29020"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	11539
	"Kidney and Renal Pelvis"	"29020"	"35-39 years"	"35-39"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	298
	"Kidney and Renal Pelvis"	"29020"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	243
	"Kidney and Renal Pelvis"	"29020"	"40-44 years"	"40-44"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	407
	"Kidney and Renal Pelvis"	"29020"	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	2227
	"Kidney and Renal Pelvis"	"29020"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	13239
	"Kidney and Renal Pelvis"	"29020"	"40-44 years"	"40-44"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	241
	"Kidney and Renal Pelvis"	"29020"	"40-44 years"	"40-44"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	378
	"Kidney and Renal Pelvis"	"29020"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	773
	"Kidney and Renal Pelvis"	"29020"	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	3794
	"Kidney and Renal Pelvis"	"29020"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	22558
	"Kidney and Renal Pelvis"	"29020"	"40-44 years"	"40-44"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	412
	"Kidney and Renal Pelvis"	"29020"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	354
	"Kidney and Renal Pelvis"	"29020"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	622
	"Kidney and Renal Pelvis"	"29020"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	3633
	"Kidney and Renal Pelvis"	"29020"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	20485
	"Kidney and Renal Pelvis"	"29020"	"45-49 years"	"45-49"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	265
	"Kidney and Renal Pelvis"	"29020"	"45-49 years"	"45-49"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	600
	"Kidney and Renal Pelvis"	"29020"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1206
	"Kidney and Renal Pelvis"	"29020"	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	6380
	"Kidney and Renal Pelvis"	"29020"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	38104
	"Kidney and Renal Pelvis"	"29020"	"45-49 years"	"45-49"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	574
	"Kidney and Renal Pelvis"	"29020"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	486
	"Kidney and Renal Pelvis"	"29020"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	787
	"Kidney and Renal Pelvis"	"29020"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	5041
	"Kidney and Renal Pelvis"	"29020"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	29652
	"Kidney and Renal Pelvis"	"29020"	"50-54 years"	"50-54"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	343
	"Kidney and Renal Pelvis"	"29020"	"50-54 years"	"50-54"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	805
	"Kidney and Renal Pelvis"	"29020"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1587
	"Kidney and Renal Pelvis"	"29020"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	9739
	"Kidney and Renal Pelvis"	"29020"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	57463
	"Kidney and Renal Pelvis"	"29020"	"50-54 years"	"50-54"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	745
	"Kidney and Renal Pelvis"	"29020"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	565
	"Kidney and Renal Pelvis"	"29020"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	975
	"Kidney and Renal Pelvis"	"29020"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	6642
